id,fecha,ejercicio,sets,reps,peso,nota
9280,2026-02-13,Elevaciones laterales,2,10,99.5,RPE 8
9281,2025-12-15,Press francés,3,6,149.5,Normal
9282,2026-01-20,Peso muerto,5,3,130.5,RPE 9
9283,2026-01-05,Sentadilla búlgara,5,13,86.0,RPE 9
9284,2026-03-14,Peso muerto,2,9,102.0,RPE 8
9285,2026-06-20,Press militar,3,7,38.5,Buen estímulo
9286,2026-01-15,Elevaciones laterales,1,14,54.0,Pesado
9287,2026-06-05,Elevaciones laterales,3,12,97.0,RPE 9
9288,2026-04-06,Elevaciones laterales,3,5,73.5,Buen estímulo
9289,2026-01-03,Press militar,4,4,101.0,Pesado
9290,2025-08-22,Sentadilla búlgara,1,11,78.0,Fallo cerca
9291,2025-09-12,Remo con barra,2,4,14.5,Fácil
9292,2025-09-21,Sentadilla,3,13,48.0,Buena técnica
9293,2025-10-15,Press militar,5,8,88.5,Buena técnica
9294,2026-02-11,Remo con barra,4,5,65.5,Fallo cerca
9295,2026-01-05,Curl de bíceps,4,6,13.0,RPE 9
9296,2025-12-19,Press militar,1,6,12.0,Buena técnica
9297,2026-06-01,Press francés,4,12,116.5,Normal
9298,2026-05-21,Remo con barra,3,5,99.5,Fácil
9299,2026-07-18,Sentadilla búlgara,1,4,89.0,Fallo cerca
9300,2026-03-16,Dominadas lastradas,4,10,42.5,Fallo cerca
9301,2025-08-17,Press de banca,5,12,71.0,Buena técnica
9302,2026-05-07,Remo con barra,4,12,58.5,RPE 9
9303,2026-03-15,Press francés,5,15,91.0,RPE 8
9304,2026-03-15,Dominadas lastradas,3,9,58.5,Normal
9305,2026-04-27,Hip thrust,5,6,88.5,Normal
9306,2026-03-23,Elevaciones laterales,3,11,137.0,Normal
9307,2026-05-25,Sentadilla,3,2,86.0,Fácil
9308,2026-04-24,Hip thrust,5,3,143.5,Normal
9309,2026-04-10,Remo con barra,2,6,84.5,Normal
9310,2026-02-25,Dominadas lastradas,3,3,128.0,Fallo cerca
9311,2025-07-20,Press francés,2,1,127.5,RPE 8
9312,2026-04-03,Elevaciones laterales,4,11,27.0,Buena técnica
9313,2026-06-02,Curl de bíceps,1,6,90.0,Fallo cerca
9314,2026-05-24,Dominadas lastradas,3,2,102.5,Buena técnica
9315,2026-01-22,Sentadilla búlgara,1,4,67.5,Normal
9316,2025-11-27,Curl de bíceps,3,14,12.5,Normal
9317,2025-08-01,Peso muerto,1,10,105.5,Pesado
9318,2026-05-07,Fondos lastrados,4,12,12.5,Fácil
9319,2025-09-08,Sentadilla búlgara,3,10,72.5,Buena técnica
9320,2026-02-18,Press francés,3,8,111.5,Fallo cerca
9321,2026-03-02,Sentadilla búlgara,4,3,117.0,Buen estímulo
9322,2026-02-27,Hip thrust,4,8,36.0,RPE 9
9323,2025-08-15,Remo con barra,1,12,125.5,Buena técnica
9324,2026-06-22,Fondos lastrados,5,14,35.5,Buena técnica
9325,2025-09-26,Sentadilla búlgara,5,10,72.5,Buena técnica
9326,2025-10-15,Press de banca,4,8,132.0,RPE 8
9327,2026-07-13,Curl de bíceps,5,14,12.5,Normal
9328,2025-08-24,Curl de bíceps,4,8,20.5,Pesado
9329,2025-09-23,Hip thrust,4,14,134.0,Fallo cerca
9330,2025-10-30,Press de banca,2,2,101.5,Fácil
9331,2025-12-23,Peso muerto,4,6,87.0,Normal
9332,2025-12-03,Remo con barra,5,6,17.5,Fallo cerca
9333,2026-01-20,Peso muerto,2,5,123.5,Normal
9334,2025-11-10,Press de banca,2,11,105.5,Pesado
9335,2025-10-03,Press de banca,3,4,135.0,Normal
9336,2025-09-05,Press francés,4,2,12.5,RPE 8
9337,2026-04-17,Elevaciones laterales,2,9,97.0,Fallo cerca
9338,2025-12-28,Hip thrust,1,1,27.0,RPE 8
9339,2026-03-30,Remo con barra,1,9,98.0,Fallo cerca
9340,2026-05-23,Press francés,5,15,77.0,Normal
9341,2026-01-16,Sentadilla búlgara,2,15,114.5,Pesado
9342,2025-10-14,Remo con barra,2,11,14.0,Pesado
9343,2026-05-25,Press francés,1,4,142.5,RPE 9
9344,2025-11-10,Press militar,5,4,72.0,Fácil
9345,2025-11-26,Press francés,4,11,110.5,Normal
9346,2025-09-23,Elevaciones laterales,2,10,150.0,RPE 8
9347,2026-04-05,Elevaciones laterales,2,14,102.5,Normal
9348,2025-10-21,Press de banca,2,15,112.0,RPE 9
9349,2025-09-22,Peso muerto,1,7,134.0,Buen estímulo
9350,2026-01-10,Remo con barra,3,8,100.5,Pesado
9351,2025-08-02,Remo con barra,4,13,62.5,Buen estímulo
9352,2026-06-23,Dominadas lastradas,1,4,144.5,Buena técnica
9353,2026-07-16,Fondos lastrados,1,8,28.0,RPE 8
9354,2025-09-12,Sentadilla búlgara,5,2,77.5,RPE 8
9355,2026-07-18,Dominadas lastradas,3,1,133.5,Normal
9356,2026-04-07,Curl de bíceps,2,15,62.0,Buena técnica
9357,2025-12-21,Hip thrust,1,1,52.5,RPE 9
9358,2025-12-06,Peso muerto,3,5,10.5,Buen estímulo
9359,2025-10-30,Elevaciones laterales,1,8,121.0,Fallo cerca
9360,2026-04-08,Elevaciones laterales,3,8,34.5,RPE 9
9361,2026-04-25,Fondos lastrados,3,15,58.5,Pesado
9362,2026-01-10,Peso muerto,5,9,50.0,RPE 9
9363,2026-01-30,Sentadilla,3,11,146.0,RPE 8
9364,2026-02-06,Curl de bíceps,4,5,97.0,Buen estímulo
9365,2025-09-30,Sentadilla búlgara,2,3,76.5,Fácil
9366,2025-11-10,Peso muerto,3,10,65.0,Pesado
9367,2025-08-05,Dominadas lastradas,3,9,130.5,RPE 9
9368,2026-01-29,Sentadilla búlgara,4,11,39.5,Pesado
9369,2025-11-27,Fondos lastrados,3,13,60.0,Buena técnica
9370,2026-06-06,Elevaciones laterales,2,1,102.0,RPE 8
9371,2026-06-21,Sentadilla búlgara,4,14,24.0,Buen estímulo
9372,2025-07-24,Press de banca,5,12,22.5,Fallo cerca
9373,2026-05-11,Press de banca,1,3,49.5,Buen estímulo
9374,2026-02-22,Fondos lastrados,4,14,13.0,Pesado
9375,2025-07-18,Sentadilla búlgara,5,13,99.5,RPE 8
9376,2026-04-17,Sentadilla,5,12,22.0,RPE 8
9377,2026-01-23,Sentadilla,1,14,140.0,RPE 8
9378,2026-02-09,Hip thrust,3,13,76.5,Fácil
9379,2025-08-24,Remo con barra,5,10,32.0,Buena técnica
9380,2025-11-15,Curl de bíceps,3,6,93.5,RPE 9
9381,2026-03-19,Hip thrust,3,7,88.0,Fácil
9382,2026-03-09,Sentadilla,4,11,58.5,Normal
9383,2025-12-22,Curl de bíceps,4,10,95.0,Fácil
9384,2026-05-11,Elevaciones laterales,1,6,79.5,Normal
9385,2026-04-03,Curl de bíceps,1,15,136.5,Normal
9386,2025-09-29,Elevaciones laterales,4,12,110.5,Fallo cerca
9387,2026-06-14,Sentadilla búlgara,5,11,27.0,RPE 9
9388,2025-08-05,Press francés,5,11,28.0,Buen estímulo
9389,2026-03-13,Sentadilla,5,11,48.5,RPE 8
9390,2026-03-20,Dominadas lastradas,3,9,110.5,RPE 9
9391,2025-10-29,Press de banca,4,3,70.0,RPE 9
9392,2026-03-28,Press militar,4,5,50.5,Fallo cerca
9393,2026-07-13,Press de banca,5,2,138.0,Buen estímulo
9394,2025-08-18,Peso muerto,2,11,10.5,Fallo cerca
9395,2025-08-13,Press francés,3,2,131.0,Pesado
9396,2026-01-29,Sentadilla,2,13,40.0,RPE 8
9397,2026-02-14,Hip thrust,3,12,144.5,Normal
9398,2025-08-14,Press francés,5,15,31.0,RPE 9
9399,2025-08-04,Press de banca,2,3,134.5,Fácil
9400,2026-02-07,Curl de bíceps,2,8,43.0,Normal
9401,2025-10-09,Press francés,4,2,115.5,Buen estímulo
9402,2025-12-01,Elevaciones laterales,4,2,70.5,RPE 8
9403,2026-03-06,Elevaciones laterales,4,2,20.0,Fallo cerca
9404,2026-05-05,Curl de bíceps,3,15,72.5,RPE 9
9405,2025-12-05,Dominadas lastradas,1,5,89.0,Normal
9406,2026-05-15,Sentadilla,3,10,30.0,Buen estímulo
9407,2025-07-22,Sentadilla búlgara,2,8,68.5,Fallo cerca
9408,2026-03-12,Dominadas lastradas,2,8,61.5,Normal
9409,2025-11-19,Peso muerto,2,5,82.0,Fallo cerca
9410,2026-02-23,Sentadilla,1,9,144.0,Buena técnica
9411,2026-06-08,Elevaciones laterales,1,5,86.5,Fallo cerca
9412,2026-02-11,Fondos lastrados,4,13,49.5,RPE 9
9413,2025-12-12,Dominadas lastradas,4,5,74.0,Fallo cerca
9414,2025-08-02,Sentadilla búlgara,1,14,80.5,Buen estímulo
9415,2025-08-02,Remo con barra,5,2,126.0,Pesado
9416,2025-12-06,Press militar,2,9,37.5,Buen estímulo
9417,2026-05-31,Elevaciones laterales,1,11,103.0,RPE 9
9418,2025-10-05,Sentadilla búlgara,3,7,69.5,Normal
9419,2026-05-01,Fondos lastrados,1,11,15.5,Pesado
9420,2025-12-07,Press militar,1,12,144.5,Fallo cerca
9421,2025-07-22,Hip thrust,5,15,90.0,Fácil
9422,2025-08-06,Press francés,2,6,43.5,Buena técnica
9423,2026-05-13,Fondos lastrados,1,4,134.0,Pesado
9424,2026-01-23,Press de banca,5,10,87.0,RPE 8
9425,2025-08-05,Press francés,2,15,13.0,Normal
9426,2025-10-04,Remo con barra,5,14,81.0,Normal
9427,2026-02-14,Curl de bíceps,3,6,22.5,Buen estímulo
9428,2026-07-03,Peso muerto,5,2,132.5,RPE 8
9429,2025-07-18,Peso muerto,4,12,23.0,Pesado
9430,2025-09-14,Elevaciones laterales,5,11,119.5,RPE 9
9431,2025-10-27,Dominadas lastradas,1,4,54.0,Buen estímulo
9432,2026-03-06,Sentadilla,1,15,106.5,RPE 8
9433,2025-11-19,Press de banca,4,7,135.0,Fallo cerca
9434,2025-08-28,Elevaciones laterales,2,12,62.0,Fácil
9435,2026-07-12,Sentadilla,3,12,118.0,Pesado
9436,2026-01-04,Press francés,5,6,53.5,Fácil
9437,2026-06-15,Elevaciones laterales,4,8,102.0,RPE 8
9438,2025-09-03,Remo con barra,1,1,22.0,RPE 8
9439,2025-11-20,Peso muerto,2,8,117.0,Buena técnica
9440,2026-05-20,Elevaciones laterales,5,6,39.5,Fallo cerca
9441,2025-12-27,Fondos lastrados,3,11,136.0,Normal
9442,2026-05-07,Curl de bíceps,2,10,35.0,Buena técnica
9443,2026-04-14,Elevaciones laterales,3,6,88.5,Fallo cerca
9444,2025-09-25,Sentadilla búlgara,4,14,37.5,Buena técnica
9445,2026-07-04,Dominadas lastradas,4,11,48.0,RPE 9
9446,2026-01-03,Sentadilla,3,11,55.0,Pesado
9447,2026-02-16,Peso muerto,3,1,133.0,Fácil
9448,2026-05-08,Press francés,3,8,125.0,Fácil
9449,2025-10-05,Sentadilla,3,15,135.5,Fácil
9450,2026-02-03,Press de banca,3,9,122.5,Pesado
9451,2025-09-25,Fondos lastrados,3,1,66.0,Buen estímulo
9452,2026-03-22,Peso muerto,4,4,132.5,Pesado
9453,2025-09-19,Sentadilla,2,5,75.5,Fácil
9454,2026-05-26,Dominadas lastradas,1,13,104.0,RPE 8
9455,2025-08-29,Peso muerto,5,5,122.0,Fácil
9456,2025-12-05,Remo con barra,5,9,75.5,RPE 8
9457,2026-01-05,Elevaciones laterales,1,9,10.0,Fallo cerca
9458,2025-11-11,Sentadilla búlgara,5,8,112.0,Normal
9459,2026-04-03,Press militar,3,9,118.5,RPE 9
9460,2026-04-13,Peso muerto,3,1,22.5,RPE 8
9461,2025-07-20,Peso muerto,5,3,90.0,RPE 8
9462,2026-06-17,Press militar,4,6,55.5,Buena técnica
9463,2025-07-20,Peso muerto,2,2,35.5,Fallo cerca
9464,2026-06-14,Hip thrust,2,1,60.0,RPE 9
9465,2025-08-18,Curl de bíceps,5,4,132.0,Normal
9466,2026-06-24,Press francés,2,8,123.5,Pesado
9467,2025-08-15,Elevaciones laterales,2,3,65.5,RPE 8
9468,2025-10-16,Fondos lastrados,2,1,124.0,RPE 8
9469,2026-01-23,Remo con barra,5,14,84.5,Fácil
9470,2025-09-23,Sentadilla,5,3,51.0,RPE 8
9471,2025-08-31,Dominadas lastradas,3,15,91.5,RPE 9
9472,2026-01-07,Hip thrust,4,7,72.0,Pesado
9473,2026-07-07,Press militar,4,13,25.5,Pesado
9474,2026-06-09,Sentadilla,4,13,121.5,Pesado
9475,2026-04-14,Fondos lastrados,4,14,112.5,RPE 8
9476,2025-11-20,Press militar,5,7,26.0,RPE 8
9477,2025-09-11,Sentadilla búlgara,1,14,33.0,Buena técnica
9478,2026-07-13,Dominadas lastradas,2,12,67.0,Buena técnica
9479,2026-05-07,Dominadas lastradas,3,11,113.0,Fácil
9480,2025-11-22,Peso muerto,4,5,74.0,Pesado
9481,2026-07-13,Press militar,4,4,64.5,Buena técnica
9482,2026-05-31,Sentadilla búlgara,2,11,98.0,Buena técnica
9483,2026-02-16,Hip thrust,5,2,79.5,Fallo cerca
9484,2025-10-09,Press francés,1,1,74.0,RPE 8
9485,2025-12-12,Peso muerto,4,10,95.5,Fallo cerca
9486,2026-03-04,Fondos lastrados,4,1,43.5,Pesado
9487,2025-09-14,Hip thrust,2,3,84.0,Buena técnica
9488,2026-07-05,Curl de bíceps,2,4,58.5,Fallo cerca
9489,2026-07-06,Press francés,1,5,45.0,Pesado
9490,2025-10-16,Hip thrust,1,7,133.5,RPE 9
9491,2025-10-21,Sentadilla,5,4,83.5,Normal
9492,2026-06-03,Sentadilla,4,11,94.5,Pesado
9493,2026-03-28,Fondos lastrados,3,1,88.5,Fallo cerca
9494,2026-02-03,Curl de bíceps,1,7,38.5,Pesado
9495,2025-08-13,Sentadilla búlgara,3,6,56.5,Buen estímulo
9496,2026-03-14,Sentadilla búlgara,1,8,33.0,Buena técnica
9497,2026-02-23,Curl de bíceps,3,8,10.5,Buen estímulo
9498,2026-01-27,Sentadilla búlgara,3,14,39.0,RPE 9
9499,2026-04-05,Sentadilla,4,10,57.0,RPE 8
9500,2025-12-02,Sentadilla búlgara,5,13,102.0,RPE 9
9501,2025-08-10,Peso muerto,4,1,85.0,Normal
9502,2025-12-04,Elevaciones laterales,5,10,144.5,Fallo cerca
9503,2025-10-08,Press de banca,1,7,85.5,Normal
9504,2025-12-25,Curl de bíceps,3,11,91.5,RPE 9
9505,2026-04-28,Sentadilla,2,14,149.5,Buena técnica
9506,2026-02-17,Hip thrust,2,10,31.0,RPE 8
9507,2026-04-30,Curl de bíceps,5,11,95.5,Normal
9508,2025-09-04,Elevaciones laterales,1,8,60.0,RPE 9
9509,2025-11-27,Remo con barra,4,8,60.5,Normal
9510,2026-01-11,Remo con barra,1,4,98.5,Normal
9511,2026-01-21,Fondos lastrados,4,13,19.5,Buena técnica
9512,2025-10-23,Hip thrust,4,11,149.0,Buena técnica
9513,2026-02-09,Hip thrust,1,12,10.0,Fallo cerca
9514,2025-10-28,Sentadilla,3,4,60.5,Buena técnica
9515,2026-01-26,Press militar,2,2,24.5,Normal
9516,2026-06-20,Dominadas lastradas,2,13,21.0,Buen estímulo
9517,2025-07-23,Dominadas lastradas,5,2,81.5,RPE 8
9518,2025-09-17,Sentadilla,1,9,68.5,Buena técnica
9519,2026-02-23,Press francés,2,6,104.5,RPE 8
9520,2026-03-19,Sentadilla,3,6,23.0,Fácil
9521,2025-09-30,Sentadilla búlgara,5,8,34.0,Fácil
9522,2025-11-16,Press francés,1,3,122.5,Buena técnica
9523,2026-03-28,Curl de bíceps,2,2,147.0,Fácil
9524,2026-04-06,Sentadilla búlgara,3,11,14.0,RPE 9
9525,2025-10-31,Fondos lastrados,2,12,32.5,RPE 8
9526,2026-04-27,Sentadilla búlgara,5,6,47.5,Normal
9527,2025-10-11,Remo con barra,3,15,129.5,RPE 8
9528,2026-02-08,Fondos lastrados,3,6,62.0,Buen estímulo
9529,2026-06-17,Press francés,4,5,103.0,Buena técnica
9530,2025-08-24,Remo con barra,1,15,31.0,Normal
9531,2025-09-04,Elevaciones laterales,3,11,15.0,Pesado
9532,2026-07-08,Sentadilla,1,2,148.0,RPE 8
9533,2025-08-18,Dominadas lastradas,4,3,77.0,Pesado
9534,2026-02-11,Peso muerto,4,7,71.0,RPE 9
9535,2026-06-11,Press de banca,4,11,13.5,Normal
9536,2025-09-04,Press militar,3,7,96.0,Buen estímulo
9537,2026-05-10,Elevaciones laterales,4,3,105.0,Buena técnica
9538,2025-10-02,Fondos lastrados,2,14,128.5,Fácil
9539,2025-11-19,Peso muerto,5,12,117.5,RPE 8
9540,2025-10-31,Fondos lastrados,2,12,26.5,Fallo cerca
9541,2026-02-26,Press de banca,2,7,90.0,RPE 9
9542,2026-05-08,Sentadilla,4,8,41.5,Buena técnica
9543,2026-01-03,Sentadilla,3,1,125.0,RPE 9
9544,2025-12-05,Remo con barra,4,12,29.0,Normal
9545,2026-03-04,Press militar,2,5,50.5,RPE 9
9546,2026-03-08,Peso muerto,1,14,61.5,Buena técnica
9547,2026-01-10,Press francés,1,2,145.5,Buen estímulo
9548,2026-01-10,Dominadas lastradas,3,3,43.0,Fácil
9549,2026-05-25,Dominadas lastradas,4,5,109.0,RPE 8
9550,2026-05-11,Peso muerto,1,8,126.5,Buena técnica
9551,2026-04-08,Press francés,5,14,59.0,Buena técnica
9552,2026-03-23,Remo con barra,4,12,36.0,Normal
9553,2026-01-18,Press francés,5,13,46.5,Normal
9554,2025-12-18,Remo con barra,3,12,120.0,Fácil
9555,2026-06-05,Remo con barra,2,4,85.0,RPE 8
9556,2026-06-22,Elevaciones laterales,5,3,53.5,Fácil
9557,2025-10-08,Fondos lastrados,4,14,91.5,Normal
9558,2026-01-26,Peso muerto,5,8,120.5,Normal
9559,2026-05-02,Elevaciones laterales,3,12,41.0,Buen estímulo
9560,2025-11-19,Press francés,5,15,64.5,Normal
9561,2025-08-30,Peso muerto,4,14,55.5,Pesado
9562,2025-08-30,Elevaciones laterales,5,13,144.5,RPE 9
9563,2026-02-26,Peso muerto,3,13,104.5,Pesado
9564,2026-03-18,Peso muerto,1,11,23.5,RPE 9
9565,2026-06-28,Curl de bíceps,5,1,77.0,Pesado
9566,2026-07-12,Elevaciones laterales,3,3,64.5,Buena técnica
9567,2026-04-01,Dominadas lastradas,3,12,50.5,Fácil
9568,2025-07-26,Press militar,1,14,64.0,Pesado
9569,2026-05-30,Curl de bíceps,4,12,72.0,Normal
9570,2026-07-16,Fondos lastrados,4,2,119.5,RPE 9
9571,2026-02-21,Press francés,4,1,33.5,RPE 8
9572,2026-02-22,Press francés,4,2,102.0,Normal
9573,2026-01-15,Fondos lastrados,3,9,102.5,Buen estímulo
9574,2025-11-07,Press francés,2,10,34.5,Buen estímulo
9575,2025-08-18,Sentadilla búlgara,4,6,126.0,Pesado
9576,2026-07-12,Elevaciones laterales,2,2,65.0,Buena técnica
9577,2025-08-26,Peso muerto,5,1,87.5,Pesado
9578,2026-07-12,Dominadas lastradas,1,7,84.0,RPE 9
9579,2026-01-07,Peso muerto,1,4,16.5,Normal
9580,2026-03-19,Sentadilla búlgara,1,12,138.0,Buena técnica
9581,2025-11-06,Peso muerto,3,5,101.0,Pesado
9582,2025-10-15,Elevaciones laterales,5,8,84.5,Fallo cerca
9583,2025-07-19,Dominadas lastradas,5,8,108.5,Buena técnica
9584,2025-08-22,Fondos lastrados,4,9,34.5,RPE 8
9585,2025-09-13,Sentadilla,5,12,137.0,Buena técnica
9586,2026-02-02,Fondos lastrados,5,9,48.0,Buena técnica
9587,2025-08-26,Dominadas lastradas,3,8,86.5,Buen estímulo
9588,2026-05-14,Elevaciones laterales,4,2,119.5,Pesado
9589,2026-06-16,Press de banca,3,3,131.5,Normal
9590,2025-12-17,Elevaciones laterales,2,4,36.0,RPE 9
9591,2026-06-08,Sentadilla búlgara,4,13,148.0,Buena técnica
9592,2026-07-14,Fondos lastrados,5,2,116.0,Fácil
9593,2025-10-15,Hip thrust,5,13,125.5,Fallo cerca
9594,2026-06-01,Peso muerto,3,2,34.0,Normal
9595,2026-04-19,Remo con barra,2,5,84.0,RPE 8
9596,2025-12-04,Sentadilla búlgara,1,3,18.0,RPE 9
9597,2026-02-28,Peso muerto,3,7,97.0,Buen estímulo
9598,2026-01-31,Press militar,1,7,86.5,RPE 8
9599,2025-10-25,Dominadas lastradas,1,9,95.5,RPE 9
9600,2026-02-13,Sentadilla búlgara,5,2,86.5,RPE 8
9601,2026-06-07,Curl de bíceps,3,8,86.5,RPE 9
9602,2026-06-09,Elevaciones laterales,2,15,139.5,RPE 9
9603,2025-08-17,Sentadilla,5,6,91.0,Pesado
9604,2026-03-01,Peso muerto,1,5,140.0,RPE 9
9605,2025-08-28,Peso muerto,5,7,126.0,Fácil
9606,2025-07-28,Press de banca,3,3,25.5,Buen estímulo
9607,2026-01-25,Sentadilla,5,3,48.5,Buena técnica
9608,2026-05-26,Curl de bíceps,2,7,150.0,Buena técnica
9609,2025-09-25,Hip thrust,4,4,146.5,RPE 8
9610,2025-09-23,Elevaciones laterales,5,4,90.0,Normal
9611,2026-05-12,Sentadilla búlgara,2,1,113.5,Fácil
9612,2025-12-24,Press de banca,3,9,35.5,Fácil
9613,2025-09-26,Elevaciones laterales,1,11,93.0,Buen estímulo
9614,2025-08-16,Curl de bíceps,5,5,36.0,Buen estímulo
9615,2025-09-07,Elevaciones laterales,3,2,76.5,Normal
9616,2026-02-15,Curl de bíceps,3,2,72.5,Fallo cerca
9617,2026-04-05,Fondos lastrados,2,4,138.0,Fallo cerca
9618,2026-02-16,Press militar,3,8,129.5,Fácil
9619,2025-08-19,Remo con barra,3,9,61.0,Pesado
9620,2025-10-12,Press de banca,4,3,33.5,Buen estímulo
9621,2025-11-12,Dominadas lastradas,4,5,15.0,RPE 9
9622,2025-12-01,Press francés,3,8,17.0,Pesado
9623,2026-06-26,Dominadas lastradas,5,3,77.0,Fácil
9624,2026-04-17,Sentadilla búlgara,4,13,72.0,Normal
9625,2026-06-09,Sentadilla,1,5,10.5,RPE 8
9626,2025-10-23,Elevaciones laterales,4,5,30.5,Buen estímulo
9627,2026-06-17,Press militar,2,15,75.5,Fallo cerca
9628,2026-06-14,Press militar,2,13,102.0,RPE 9
9629,2025-08-25,Dominadas lastradas,4,2,76.5,Normal
9630,2026-04-10,Press militar,2,10,104.5,Buena técnica
9631,2025-09-13,Sentadilla búlgara,3,10,54.5,Buen estímulo
9632,2026-07-13,Press francés,5,10,71.5,Pesado
9633,2026-03-12,Elevaciones laterales,1,1,120.5,Buena técnica
9634,2025-08-22,Press de banca,3,15,21.0,Fallo cerca
9635,2025-10-27,Peso muerto,5,2,90.5,Buena técnica
9636,2026-03-27,Curl de bíceps,1,2,140.0,Fácil
9637,2025-12-13,Remo con barra,3,7,123.0,Pesado
9638,2025-12-18,Sentadilla,3,2,133.0,Normal
9639,2026-05-16,Remo con barra,5,15,85.0,Buen estímulo
9640,2026-03-05,Remo con barra,1,6,136.0,Buen estímulo
9641,2025-09-07,Dominadas lastradas,5,12,13.0,Fácil
9642,2025-12-07,Dominadas lastradas,5,5,68.5,RPE 8
9643,2025-10-16,Press francés,1,9,76.5,RPE 9
9644,2026-04-26,Press francés,3,14,39.0,Fácil
9645,2026-05-23,Press militar,3,6,67.0,Fallo cerca
9646,2026-04-21,Hip thrust,2,8,131.5,RPE 9
9647,2026-01-26,Press francés,2,12,100.0,Fallo cerca
9648,2025-12-20,Remo con barra,4,9,144.0,RPE 8
9649,2026-04-15,Press francés,2,4,52.0,Buen estímulo
9650,2025-12-03,Fondos lastrados,1,7,96.5,RPE 9
9651,2026-06-14,Sentadilla búlgara,3,10,95.0,Buen estímulo
9652,2026-06-26,Fondos lastrados,2,10,22.0,Buen estímulo
9653,2025-09-26,Hip thrust,3,15,84.0,Fallo cerca
9654,2025-08-05,Dominadas lastradas,2,12,25.5,RPE 8
9655,2026-02-12,Press de banca,5,9,106.0,Pesado
9656,2025-07-30,Peso muerto,4,12,50.0,Pesado
9657,2026-07-12,Fondos lastrados,5,12,107.5,Buena técnica
9658,2026-06-23,Press francés,4,2,10.0,Fallo cerca
9659,2026-02-01,Press de banca,1,12,126.5,Fallo cerca
9660,2026-05-22,Curl de bíceps,1,15,108.5,Fácil
9661,2026-03-11,Hip thrust,5,13,10.5,RPE 9
9662,2026-02-11,Sentadilla,2,11,54.0,Buen estímulo
9663,2026-01-11,Curl de bíceps,4,11,98.5,Fácil
9664,2026-03-11,Sentadilla,5,4,75.0,Buena técnica
9665,2026-02-25,Fondos lastrados,1,1,53.0,Normal
9666,2025-10-16,Elevaciones laterales,4,11,43.5,RPE 8
9667,2025-11-28,Elevaciones laterales,4,1,79.5,Fallo cerca
9668,2026-01-05,Curl de bíceps,2,3,79.0,Buen estímulo
9669,2026-01-21,Press francés,5,8,125.0,Normal
9670,2026-03-08,Press francés,5,7,102.0,Buen estímulo
9671,2026-03-19,Remo con barra,2,12,79.0,Fácil
9672,2025-12-07,Sentadilla búlgara,1,5,17.0,Pesado
9673,2026-03-04,Press de banca,4,1,148.5,Pesado
9674,2026-06-20,Dominadas lastradas,2,8,96.0,Fácil
9675,2025-12-29,Remo con barra,1,14,55.5,Fallo cerca
9676,2025-12-29,Sentadilla,2,15,128.0,Fácil
9677,2025-12-24,Press militar,1,10,96.5,Buena técnica
9678,2026-01-29,Press francés,3,2,82.0,Fallo cerca
9679,2026-05-17,Press militar,4,6,118.5,Buena técnica
9680,2026-06-10,Press militar,5,15,45.5,Buena técnica
9681,2026-06-01,Remo con barra,2,11,44.0,RPE 8
9682,2026-02-03,Sentadilla búlgara,4,2,104.0,Buena técnica
9683,2026-02-03,Sentadilla búlgara,4,13,95.5,Buen estímulo
9684,2025-07-18,Press francés,3,15,128.5,Buena técnica
9685,2026-07-10,Peso muerto,3,1,131.5,Pesado
9686,2026-03-15,Peso muerto,4,10,106.0,RPE 9
9687,2026-03-22,Curl de bíceps,2,1,62.0,RPE 8
9688,2025-09-26,Dominadas lastradas,2,4,107.5,Buen estímulo
9689,2026-04-22,Sentadilla,5,4,16.0,Buena técnica
9690,2026-02-27,Sentadilla búlgara,3,8,29.5,Fallo cerca
9691,2026-06-20,Peso muerto,5,14,28.5,Fallo cerca
9692,2025-09-28,Press de banca,5,5,10.5,Pesado
9693,2025-08-25,Press francés,3,6,18.0,Buena técnica
9694,2026-03-01,Sentadilla,4,10,110.5,RPE 9
9695,2026-03-08,Fondos lastrados,4,2,143.0,Buen estímulo
9696,2026-02-11,Fondos lastrados,5,8,136.0,Fallo cerca
9697,2025-09-21,Press de banca,4,6,56.5,Buen estímulo
9698,2026-04-13,Remo con barra,2,8,78.0,Normal
9699,2026-05-11,Elevaciones laterales,1,11,82.5,Buena técnica
9700,2026-03-29,Sentadilla búlgara,1,11,149.0,Fácil
9701,2025-07-30,Hip thrust,1,15,85.5,Fácil
9702,2026-01-09,Sentadilla búlgara,3,15,114.0,Buen estímulo
9703,2026-06-09,Press militar,3,14,61.5,RPE 9
9704,2026-04-10,Sentadilla,4,4,60.0,Normal
9705,2026-03-17,Elevaciones laterales,4,15,81.5,RPE 8
9706,2025-10-30,Remo con barra,2,1,41.0,Pesado
9707,2025-08-20,Press francés,3,4,77.0,RPE 9
9708,2025-08-14,Sentadilla,1,1,131.0,Buena técnica
9709,2026-07-03,Press de banca,4,15,55.0,Normal
9710,2025-11-18,Sentadilla,5,9,36.0,Fácil
9711,2026-01-21,Peso muerto,3,15,128.0,Buena técnica
9712,2025-08-12,Hip thrust,2,9,33.5,Fácil
9713,2025-12-13,Sentadilla,2,6,30.5,Pesado
9714,2025-11-04,Press militar,3,1,56.5,Fallo cerca
9715,2026-01-09,Fondos lastrados,2,2,132.5,RPE 9
9716,2026-04-18,Hip thrust,2,14,120.5,Buena técnica
